Ullage  (cm.),Tank,-1,0,1,2,3,4
795,1S,7248.9,7245,7241.1,7237.2,7233.2,7229.1
800,1S,7223.2,7219.4,7215.5,7211.5,7207.5,7203.4
805,1S,7197.5,7193.7,7189.8,7185.9,7181.8,7177.8
810,1S,7171.9,7168,7164.1,7160.2,7156.2,7152.1
815,1S,7146.2,7142.4,7138.5,7134.5,7130.5,7126.4
820,1S,7120.5,7116.7,7112.8,7108.9,7104.8,7100.8
825,1S,7094.9,7091,7087.2,7083.2,7079.2,7075.1
830,1S,7069.2,7065.4,7061.5,7057.5,7053.5,7049.4
835,1S,7043.6,7039.7,7035.8,7031.9,7027.8,7023.8
840,1S,7017.9,7014.1,7010.2,7006.2,7002.2,6998.1
845,1S,6992.2,6988.4,6984.5,6980.5,6976.5,6972.4
850,1S,6966.6,6962.7,6958.8,6954.9,6950.8,6946.8
855,1S,6940.9,6937.1,6933.2,6929.2,6925.2,6921.1
860,1S,6915.2,6911.4,6907.5,6903.5,6899.5,6895.4
865,1S,6889.6,6885.7,6881.8,6877.9,6873.9,6869.8
870,1S,6863.9,6860.1,6856.2,6852.2,6848.2,6844.1
875,1S,6838.2,6834.4,6830.5,6826.5,6822.5,6818.4
880,1S,6812.6,6808.7,6804.8,6800.9,6796.9,6792.8
885,1S,6786.9,6783.1,6779.2,6775.2,6771.2,6767.1
890,1S,6761.3,6757.4,6753.5,6749.6,6745.5,6741.4
895,1S,6735.6,6731.8,6727.9,6723.9,6719.9,6715.8
900,1S,6709.9,6706.1,6702.2,6698.2,6694.2,6690.1
905,1S,6684.3,6680.4,6676.5,6672.6,6668.5,6664.4
910,1S,6658.6,6654.8,6650.9,6646.9,6642.9,6638.8
915,1S,6632.9,6629.1,6625.2,6621.2,6617.2,6613.1
920,1S,6607.3,6603.4,6599.5,6595.6,6591.5,6587.4
925,1S,6581.6,6577.8,6573.9,6569.9,6565.9,6561.8
930,1S,6555.9,6552.1,6548.2,6544.2,6540.2,6536.1
935,1S,6530.3,6526.4,6522.5,6518.6,6514.5,6510.4
940,1S,6504.6,6500.8,6496.9,6492.9,6488.9,6484.8
